# 这是本地源列表，一行一个源，格式为：频道名称,接口地址
# 支持设置白名单：接口后添加$!
# The local source list, one line per source, format: channel name, interface address
# Support setting whitelist: add $! after the interface
🌊港澳,#genre#
DDF NETWORK4,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6217/manifest.m3u8
Deep Lush,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/12139/manifest.m3u8
Deep Throat Sirens,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/12138/manifest.m3u8
DEVILSFILM,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/12137/manifest.m3u8
DIGITALBESIRE,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6195/manifest.m3u8
Dorcel TV,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/12131/index.m3u8
Dorcel TV,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/9064/index.m3u8
DORCEL XXX TV,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6232/index.m3u8
DORCELCLUB,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6197/manifest.m3u8
DUSK,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/12129/index.m3u8
DP Digital Playground,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6196/index.m3u8
erolic2,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/12147/index.m3u8
erolic4,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/12149/index.m3u8
Erotica X,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/12109/index.m3u8
Erotic Spice,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/12110/index.m3u8
Erotik,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6219/manifest.m3u8
Erox HD,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6296/manifest.m3u8
EVILANGEL,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6199/manifest.m3u8
Evolved Fights(搏击成人),http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6200/manifest.m3u8
Exotic 4k,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/12107/index.m3u8
Extasy,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6201/manifest.m3u8
Extasy HD,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/11051/index.m3u8
EXXXOTICA,http://31.148.48.15/O-la-la/index.m3u8
FemJoy,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6212/manifest.m3u8
Fitness rooms,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6227/manifest.m3u8
GONZO,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/20090/index.m3u8
GUMLOUDER,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/12146/index.m3u8
HARDX,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6218/manifest.m3u8
Hitzefrei!,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6220/manifest.m3u8
Holed,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6221/manifest.m3u8
Hot Guys Fuck,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6223/index.m3u8
Hot Pleasure,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6277/index.m3u8
HOTWIFEXXX,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/12187/index.m3u8
HTGUYS FUCK,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6223/manifest.m3u8
Hustler HD,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/9065/index.m3u8
Hustler HD,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/244/index.m3u8
Kaloopy,https://d35j504z0x2vu2.cloudfront.net/v1/master/0bc8e8376bd8417a1b6761138aa41c26c7309312/kaloopy/master.m3u8
Kin18 XXX,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/11052/index.m3u8
LEO TV,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6272/manifest.m3u8
Lesbea,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6227/index.m3u8
LETHRL PASS,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6229/manifest.m3u8
LETSDOEIT.WHITE BOXXX,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6184/manifest.m3u8
Little Asians,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6230/manifest.m3u8
MetArt,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/12160/index.m3u8
MYLF1,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6236/manifest.m3u8
MYLF2,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6216/manifest.m3u8
naughty America01,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6237/manifest.m3u8
naughty America02,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/12122/index.m3u8
NUBILES.NET,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6238/manifest.m3u8
PENTHOUSE Gold,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/5011/index.m3u8
PENTHOUSE REALITY TV,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/5012/index.m3u8
PENTHOUSE REALITY TV,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/5013/index.m3u8
PLEASURE,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6277/manifest.m3u8
PRIVATE,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6245/manifest.m3u8
TELE 8,http://109.74.145.11:1935/tv8/mp4:tv8.stream_360p/playlist.m3u8
TINSEKS,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6239/manifest.m3u8
Tiny4K,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6258/manifest.m3u8
TUSHY,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/12188/index.m3u8
TUSHY RAW,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6262/index.m3u8
VENUS,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6284/index.m3u8
VERAPORN GROUP SEX1,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/12141/index.m3u8
VERAPORN GROUP SEX2,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/12142/index.m3u8
Visit-XTV,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6263/manifest.m3u8
VIVID RED,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/2162/index.m3u8
VIXEN,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6265/manifest.m3u8
WCKED,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6268/manifest.m3u8
WHITE BOXXX,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6267/manifest.m3u8
WOODMAN CASTINGX,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/20089/index.m3u8
X4,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/12120/index.m3u8
XY max,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/12114/index.m3u8
XY MAX,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6286/manifest.m3u8
Yosso TV Sexy,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/14176/index.m3u8
Кино 18+ International23点,https://v2.catcast.tv/content/40381/index.m3u8
Кино 18+ International23点,https://autopilot.catcast.tv/content/40381/index.m3u8
Кино 18+ International23点,https://v2.catcast.tv/content/40381/index.m3u8?
Кино 18+ International23点,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/18076/index.m3u8
ОХ-АХ HD,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/11068/index.m3u8
花花公子,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6260/manifest.m3u8
花花公子1,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/12135/index.m3u8
花花公子2,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6280/manifest.m3u8
花花公子2,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6280/index.m3u8
花花公子3,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6242/manifest.m3u8
花花公子3,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6242/index.m3u8
未知,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6203/index.m3u8
未知,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6205/manifest.m3u8
未知,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6207/manifest.m3u8
未知02,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6232/manifest.m3u8
未知03,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6269/manifest.m3u8
XMO（男男）,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6285/manifest.m3u8
MY11（男男）,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6215/manifest.m3u8
Россия культура HD（男男）,http://149.18.45.187:8060/live/8EA3N6BT/Y5Q4NFU8/401452348.m3u8

☘️VPN PORNBOX,#genre#
PORNBOX  babes,http://cord-cutter.net:8080/7MArer2/382185/159959
PORNBOX  BRAZZERS,http://cord-cutter.net:8080/7MArer2/382185/159966
PORNBOX-52,http://cord-cutter.net:8080/7MArer2/382185/159952
PORNBOX-53,http://cord-cutter.net:8080/7MArer2/382185/159953
PORNBOX-54,http://cord-cutter.net:8080/7MArer2/382185/159954
PORNBOX-55,http://cord-cutter.net:8080/7MArer2/382185/159955
PORNBOX-56,http://cord-cutter.net:8080/7MArer2/382185/159956
PORNBOX-57,http://cord-cutter.net:8080/7MArer2/382185/159957
PORNBOX-58,http://cord-cutter.net:8080/7MArer2/382185/159958
PORNBOX-60,http://cord-cutter.net:8080/7MArer2/382185/159960
PORNBOX-61,http://cord-cutter.net:8080/7MArer2/382185/159961
PORNBOX-62,http://cord-cutter.net:8080/7MArer2/382185/159962
PORNBOX-63,http://cord-cutter.net:8080/7MArer2/382185/159963
PORNBOX-64,http://cord-cutter.net:8080/7MArer2/382185/159964
PORNBOX-65,http://cord-cutter.net:8080/7MArer2/382185/159965
PORNBOX-67,http://cord-cutter.net:8080/7MArer2/382185/159967
PORNBOX-68,http://cord-cutter.net:8080/7MArer2/382185/159968
PORNBOX-69,http://cord-cutter.net:8080/7MArer2/382185/159969
PORNBOX-70,http://cord-cutter.net:8080/7MArer2/382185/159970
PORNBOX-71,http://cord-cutter.net:8080/7MArer2/382185/159971
PORNBOX-72,http://cord-cutter.net:8080/7MArer2/382185/159972
PORNBOX-73,http://cord-cutter.net:8080/7MArer2/382185/159973
PORNBOX-74,http://cord-cutter.net:8080/7MArer2/382185/159974
PORNBOX-75,http://cord-cutter.net:8080/7MArer2/382185/159975
PORNBOX-76,http://cord-cutter.net:8080/7MArer2/382185/159976
PORNBOX-77,http://cord-cutter.net:8080/7MArer2/382185/159977
PORNBOX-79,http://cord-cutter.net:8080/7MArer2/382185/159979
PORNBOX-80,http://cord-cutter.net:8080/7MArer2/382185/159980
PORNBOX-81,http://cord-cutter.net:8080/7MArer2/382185/159981
PORNBOX-82,http://cord-cutter.net:8080/7MArer2/382185/159982
PORNBOX-83,http://cord-cutter.net:8080/7MArer2/382185/159983
PORNBOX-84,http://cord-cutter.net:8080/7MArer2/382185/159984
PORNBOX-85,http://cord-cutter.net:8080/7MArer2/382185/159985
PORNBOX-86,http://cord-cutter.net:8080/7MArer2/382185/159986
PORNBOX-87,http://cord-cutter.net:8080/7MArer2/382185/159987
PORNBOX-88,http://cord-cutter.net:8080/7MArer2/382185/159988
PORNBOX-89,http://cord-cutter.net:8080/7MArer2/382185/159989
PORNBOX-90,http://cord-cutter.net:8080/7MArer2/382185/159990
PORNBOX-91,http://cord-cutter.net:8080/7MArer2/382185/159991
PORNBOX-92,http://cord-cutter.net:8080/7MArer2/382185/159992
PORNBOX-93,http://cord-cutter.net:8080/7MArer2/382185/159993
PORNBOX-94,http://cord-cutter.net:8080/7MArer2/382185/159994
PORNBOX-95,http://cord-cutter.net:8080/7MArer2/382185/159995
PORNBOX-96,http://cord-cutter.net:8080/7MArer2/382185/159996
PORNBOX-97,http://cord-cutter.net:8080/7MArer2/382185/159997
PORNBOX-98,http://cord-cutter.net:8080/7MArer2/382185/159998
PORNBOX-99,http://cord-cutter.net:8080/7MArer2/382185/159999
Ключ HD,http://206.212.244.47:8080/dwayne.usa@hotmail.com/9MGPKFX7XC/160048

☘️VPN MY,#genre#
MY01,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6167/manifest.m3u8
MY02,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6175/manifest.m3u8
MY03,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6176/manifest.m3u8
MY04,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6177/manifest.m3u8
MY05,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6180/manifest.m3u8
MY06,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6183/manifest.m3u8
MY07,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6187/manifest.m3u8
MY08,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6188/manifest.m3u8
MY09,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6213/manifest.m3u8
MY10,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6214/manifest.m3u8
MY12,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6256/manifest.m3u8
MY13,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6243/manifest.m3u8
MY14,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6244/manifest.m3u8
MY15,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6250/manifest.m3u8
MY16,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6251/manifest.m3u8
MY17,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6228/manifest.m3u8
MY18,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6234/manifest.m3u8
MY19,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6231/manifest.m3u8
MY20,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6226/manifest.m3u8
MY22,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6257/manifest.m3u8


☘️非VPN,#genre#
未知03,http://88b9da48.kazmazpaz.ru/iptv/2EA55L4SUE4RH4/6254/manifest.m3u8
